decision_id,decision,score,distinctive_max,register_id,register_birth_date,register_name,register_sex,sample_id,sample_birth_date,sample_name,sample_sex,evidence,review_outcome,reviewer,reviewed_at,reason
xwd:sha256:2c6f74177cac13b741ee277d63f822af1cd4cf1ad58b578dc285b616267f42b9,match,1.0,1.0,534,2017-12-05,Nathan Matthew Robinson,M,534,2017-12-05,Nathan Matthew Robinson,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:6a067e894975af18b691fd7b69a7d0469d0ea635a762a2fa091e6a4257a6eb29,match,1.0,1.0,543,2019-02-18,Caleb Michael Cooper,M,543,2019-02-18,Caleb Michael Cooper,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ee14ab33b8325a74be1f48cadf8cc8a468d5228dc0d5fb8be524abc0349e76ae,match,1.0,1.0,546,2020-07-07,Robert Joseph Morris,M,546,2020-07-07,Robert Joseph Morris,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:352ebca881d101005d362b5a1fb238dced84f46aff3237f34ba9a6e4c0c5574b,match,1.0,1.0,548,2017-01-31,Christopher Ryan Clark,M,548,2017-01-31,Christopher Ryan Clark,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:b437cbedf8fcbc6320448a2e96ee0bd0e7eeb92b1049c41b3344a206fcdadb8d,match,1.0,1.0,556,2019-12-28,Mason Christopher Perez,M,556,2019-12-28,Mason Christopher Perez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:6ba9dd1b633fd76a3624ff3f5b713f81e3a180df9dd42faf8c912dd576da5fa1,match,1.0,1.0,560,2016-03-25,Brian David Ramirez,M,560,2016-03-25,Brian David Ramirez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:7887fa62400dd0836618640700a75f7f1484cd847fe8b4a55664e2030b53e57a,match,1.0,1.0,567,2020-12-10,William Patrick Edwards,M,567,2020-12-10,William Patrick Edwards,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:109ea8acadb2d4104e31bc3f03d9e97d3180b09a2e1f967fbe3ab36277fad89f,match,1.0,1.0,568,2016-05-14,Tyler James Miller,M,568,2016-05-14,Tyler James Miller,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:6bc688f65d1d14deca2aed262b002782497701090c640c9a689641b426661f8f,match,1.0,1.0,572,2020-01-20,Christopher Matthew Ross,M,572,2020-01-20,Christopher Matthew Ross,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:b52f84bc27b371ba5c5fd6cfebf9a36f416bb7d7d141396a48b110134b75ca82,match,1.0,1.0,574,2018-11-11,Timothy John Wright,M,574,2018-11-11,Timothy John Wright,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:9372ab6a99cf61dee21149f9cb4ea22e197210f60e469b54e12c2541e61848a7,match,1.0,1.0,577,2016-02-12,Alexander Joseph Brooks,M,577,2016-02-12,Alexander Joseph Brooks,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:178102d96915cfa3e09f5768e4c09f7cffb549627de08fae0b823db991b0b6d5,match,1.0,1.0,586,2019-02-03,Adam William Hayes,M,586,2019-02-03,Adam William Hayes,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:b7f506734c37cb4126374a83d8cc265a13280c27f16de28a58ac20e74a597d39,match,1.0,1.0,589,2020-07-02,Steven Joseph Collins,M,589,2020-07-02,Steven Joseph Collins,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:30455979bcfe72f0e9b41dd3b15feb1d2e5ab3a07a9f0951e1f321e45552b486,match,1.0,1.0,592,2018-08-15,Christopher John Watson,M,592,2018-08-15,Christopher John Watson,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:301061f8ff46beab58e0f4280fcf52406151e7a3de677e3af19308601b499f83,match,1.0,1.0,593,2016-11-28,Ryan Alexander Cox,M,593,2016-11-28,Ryan Alexander Cox,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:31b24d62e27ffa582cf7ea54a6abb9c554c9ea817c5aa5d3248df4b1c8b4a613,match,1.0,1.0,619,2017-06-08,William Andrew Reyes,M,619,2017-06-08,William Andrew Reyes,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:3663aa032b433e00c79b1762e3f9292342ce8320e92f6aaa490dd0d9281ef7a8,match,1.0,1.0,621,2017-03-22,Matthew Ryan Coleman,M,621,2017-03-22,Matthew Ryan Coleman,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:bdd9c05e652c2918cfd2f5aa875edcf9d94a64358b7f86d2189942e71ed6d6ac,match,1.0,1.0,626,2019-06-12,Charles Joseph Sullivan,,626,2019-06-12,Charles Joseph Sullivan,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:94024dc7dabf3846062c0945e7adccfd28658fd40808273ee2e299b5bb15b76b,match,1.0,1.0,629,2018-10-24,William Joseph Kim,,629,2018-10-24,William Joseph Kim,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1029e99f41e1564d0a36851b7c626a975eb2732438259674d98946d5c314b19a,match,1.0,1.0,635,2019-11-29,Joseph Jonathan Cox,M,635,2019-11-29,Joseph Jonathan Cox,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:84322b87e14e4e687e33106d9b80c89b1005744a0fa660cf079eaa03c8f39523,match,1.0,1.0,637,2018-09-09,Kevin Paul Brown,M,637,2018-09-09,Kevin Paul Brown,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ab09b308e5a473752bb91579a2b2403d77b62416591f061563922b5fb58b6204,match,1.0,1.0,638,2020-07-24,Brandon Anthony Green,M,638,2020-07-24,Brandon Anthony Green,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:63c6600e609ea34e2864c80f6f7c38ab8bc4df5e77f4f4f521e5fd57be28bb81,match,1.0,1.0,641,,Justin Patrick Wood,M,641,2017-11-12,Justin Patrick Wood,M,"{""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:6c3ea3bfd88bfd8f9d20ab98ee82120205fc442acf32820baa4a7dca67904983,match,1.0,1.0,657,2018-03-16,Jacob Timothy Thompson,M,657,2018-03-16,Jacob Timothy Thompson,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1c8ffc968fe9f9c6848230d97c3f412c5f5d512fe70a151a1146a3b9b02801d2,match,1.0,1.0,660,2019-09-06,Alexander David Wright,M,660,2019-09-06,Alexander David Wright,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0fabd8c67f8d06c2808500f452213c82a01de76549e931a1c033a9a0ce486042,match,1.0,1.0,661,2018-05-12,Benjamin Tyler Hernandez,M,661,2018-05-12,Benjamin Tyler Hernandez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ddb4d36dc4b27befa960091f0830b25fdb32abe27f6ce0501a4de442c8b2b830,match,1.0,1.0,666,2020-12-28,Kevin Jacob White,M,666,2020-12-28,Kevin Jacob White,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:5c483f280de63849b9ae753d85dccc800f39baf925942c3125993dfd59067f53,match,1.0,1.0,680,2018-08-25,Tao Wei Zhang,M,680,2018-08-25,Tao Wei Zhang,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:b11a07c58e38b2220d9b8f89f6b8e37b49d59224a9873da382ba21a9470262ea,match,1.0,1.0,681,2019-02-07,Shinichi Nakamura Ito,M,681,2019-02-07,Shinichi Nakamura Ito,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:f7c717ee8160979b3dd2ba9223fa0775fc99972b21b394075982c684eac43581,match,1.0,1.0,690,2016-09-15,Seunghee Lee Kim,M,690,2016-09-15,Seunghee Lee Kim,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d746bb741768edc941bd4bb9d009a40b846a9086f7a346c30c41886a6f7cc8b2,match,1.0,1.0,692,2019-11-04,Yuki Suki Matsuda,F,692,2019-11-04,Yuki Suki Matsuda,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d87fabd3890b10be1b779b2731f540a4eee9b79f5f103ecae9959fe1f6352909,match,1.0,1.0,695,2018-06-27,Zhang Jun Liu,M,695,2018-06-27,Zhang Jun Liu,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:88c0a645f00b39a143997139bc77e9f5d6b542f2a617682a091f7d56a86d4d40,match,1.0,1.0,698,2017-11-22,Hanae So Tanaka,F,698,2017-11-22,Hanae So Tanaka,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:b8c825ff4f7eac2fce1cabcfaf7bfeb8f9329bfd2adf3f51adb3f06ae7839058,match,1.0,1.0,707,2019-09-20,Lucia Raquel Lopez,F,707,2019-09-20,Lucia Raquel Lopez,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1edc12a4f739a688fee1a4244ed8d320b5e115939a6a9d800fc5f01f6acca04a,match,1.0,1.0,709,2018-08-12,Gloria Beatriz Ortiz,F,709,2018-08-12,Gloria Beatriz Ortiz,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:8bc7f675cd6824ac5cc0b48eada9043f76e5b53d4f899a0c73f93e65929c50e5,match,1.0,1.0,717,2019-09-30,Ximena Guadalupe Gonzalez,F,717,2019-09-30,Ximena Guadalupe Gonzalez,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:bf2b932494ef847cfe921dc0b27428bb237d37443b724f206e54db12dd89b166,match,1.0,1.0,718,2018-06-17,Lorena Patricia Pacheco,F,718,2018-06-17,Lorena Patricia Pacheco,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:431dc421a937f3bd47c96ba73efc8aada8b30b4c98173cc532654168edd7e0bb,match,1.0,1.0,721,2016-03-31,Ana Cecilia Navarro,F,721,2016-03-31,Ana Cecilia Navarro,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:085f8b4fffd888a6ac43031029e4b800d95b0f1fd0b2cdfda4fb677632c7e4be,match,1.0,1.0,722,2019-07-25,Isadora Renata Velazquez,F,722,2019-07-25,Isadora Renata Velazquez,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:5eeb95bb0a7c9f0ac4694dab7bee552d3346335c35ccffe14edd081186be0fb7,match,1.0,1.0,726,2016-06-11,Sofia Esperanza Fuentes,F,726,2016-06-11,Sofia Esperanza Fuentes,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:4fb09bb8bc41c0d38646827f138799080d60b4873b6f0b09af27b556f277c74c,match,1.0,1.0,729,2019-03-09,Anabel Lourdes Aguilar,F,729,2019-03-09,Anabel Lourdes Aguilar,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:948bf3a6644c46a85dbeec0724401f8ea731522886b0b0e1bba5f104f47d2f31,match,1.0,1.0,751,2020-10-15,Daniela Gabriela Roman,F,751,2020-10-15,Daniela Gabriela Roman,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:53224e70e8590acf8bc2b3d2613f870a8ad882a7de7a1990b9098c427e78f1f3,match,1.0,1.0,753,2018-07-08,Andrea Yaretzi Velasco,F,753,2018-07-08,Andrea Yaretzi Velasco,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:4c93ff84e93769c78c4d9bf7d431c77719b98a13e7ed1abbfb3bb0e37baf286b,match,1.0,1.0,755,2017-04-07,Gloria Xochitl Moreno,F,755,2017-04-07,Gloria Xochitl Moreno,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:81685d837ff69dea7540a1ac2ab2da17af592bf9ec0022086a9a85d133dcaeb5,match,1.0,1.0,756,2016-12-10,Emilia Ivonne Sepulveda,F,756,2016-12-10,Emilia Ivonne Sepulveda,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:6f5dd0b7b007f4eb6ac69f39ed6cfaa53a046a01854112c1029e25dbde7bdc4d,match,1.0,1.0,772,2020-10-16,Marisol Esther Barrera,F,772,2020-10-16,Marisol Esther Barrera,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:dc2dd24c4b70da71c54b0da1fdd73d54db69b3d7284eeee2e4bda9703ded6325,match,1.0,1.0,774,2018-07-31,Priscila Ana Valenzuela,F,774,2018-07-31,Priscila Ana Valenzuela,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0231abcb80e828dc1e70f79882ce87d8ed05996541a1576e4f286fe0b4e580c1,match,1.0,1.0,776,2017-11-04,Leticia Itzel Valencia,F,776,2017-11-04,Leticia Itzel Valencia,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:207d8895c0b76dc6c84e4461d8c991c784c82b54f680742580e7a286934463e0,match,1.0,1.0,793,2019-06-27,Alejandro Jose Perez,M,793,2019-06-27,Alejandro Jose Perez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:01cc1bc444997f11d04af806d081bf66317bb79be14a2e28dab4fe8253add51f,match,1.0,1.0,796,2017-12-17,Ricardo Daniel Torres,M,796,2017-12-17,Ricardo Daniel Torres,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:cd7b9ca5735c1838888598842c1b9ffb5a140332828eda8b6e2d9cb24ad563ae,match,1.0,1.0,801,2020-04-02,Jose Eduardo Gonzalez,M,801,2020-04-02,Jose Eduardo Gonzalez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1a7abf85544b3c82d6713efa9443246089d5c676d5cd6fde7f78bf38a14cccd7,match,1.0,1.0,803,2018-07-22,Francisco Javier Diaz,M,803,2018-07-22,Francisco Javier Diaz,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d6230255ef0b5eee174ba668d181b3127b20be2c0c793ef3bed4889b0631b3f7,match,1.0,1.0,804,2019-12-14,Juan Pablo Hernandez,M,804,2019-12-14,Juan Pablo Hernandez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:10045f043031ae0475d21e68c86152f26f36bb414a4cc593bc0f767b8c548a20,match,1.0,1.0,805,2016-03-28,Manuel Alejandro Martinez,M,805,2016-03-28,Manuel Alejandro Martinez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:5f2e44456ea7e7017f151916fa3a5875c609974af01293280668f3f1016da817,match,1.0,1.0,813,2020-06-06,Pedro Pablo Ramirez,M,813,2020-06-06,Pedro Pablo Ramirez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:9cd44ac259a799cffef365cde85140261f1146fdca91bf4a486c85ccdb770584,match,1.0,1.0,818,2018-08-16,Angel Luis Gonzalez,M,818,2018-08-16,Angel Luis Gonzalez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:65aca1e6600d22e55aa518bb47b0d193d66853576b6d70cff91e942b16985b01,match,1.0,1.0,819,2019-06-20,Victor Hugo Ortiz,M,819,2019-06-20,Victor Hugo Ortiz,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1bb231d7e89643a12eae1b4ddf2c2632e74390b0c5f7ae88a67313850c7c8be8,match,1.0,1.0,821,2017-03-01,Gabriel Eduardo Rodriguez,M,821,2017-03-01,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:aba411a93666e3e9aa455c76eb7f4a43a3a9f87650016ae8ca8b9920c4c3e017,match,1.0,1.0,826,2019-08-11,Guillermo Antonio Ramos,M,826,2019-08-11,Guillermo Antonio Ramos,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:620a442e85f39419cb9baaceed59fb86eeaf73030f14a9f6700d6df218a46d44,match,1.0,1.0,829,2018-07-28,Hector David Cruz,M,829,2018-07-28,Hector David Cruz,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:45f91f29069a9974dda17147dd576109698f54811aa77b25f29ec8e995ce5ff3,match,1.0,1.0,830,2019-12-21,Ricardo Jose Rodriguez,M,830,2019-12-21,Ricardo Jose Rodriguez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:f8d33ae0c00e6c4e5502bb1ff3646b16c8d09f37b4bc15ca4d56d68a04bb6a08,match,1.0,1.0,832,2020-11-26,Juan Antonio Flores,M,832,2020-11-26,Juan Antonio Flores,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:48421f2a980df9143822cf59c054b0e7457edfa45cec10fc77c494a208b1952f,match,1.0,1.0,834,2016-08-04,Luis Enrique Gonzalez,M,834,2016-08-04,Luis Enrique Gonzalez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:7b58d9b0dfd839b5f514ef7f71f3196146d99b8832313ac620dabac110439ef1,match,1.0,1.0,837,2018-01-17,Javier Arturo Ramirez,M,837,2018-01-17,Javier Arturo Ramirez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:e2534567548b1ecf70a0e1b983c329e114f1d2e91bdad66263c0179442f842af,match,1.0,1.0,838,2018-12-06,Roberto Antonio Hernandez,M,838,2018-12-06,Roberto Antonio Hernandez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:c7d996200838e47e27a9fc549d3672f609b7027964e0e1a8a94e2ab8dd7f75bf,match,1.0,1.0,844,2018-08-25,Juan Carlos Chavez,M,844,2018-08-25,Juan Carlos Chavez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ee8e05e227ed0811031151f0eab2291b48c2014eaeeec43a9af1b1f648e2d754,match,1.0,1.0,851,2017-06-13,Miguel Angel Sanchez,M,851,2017-06-13,Miguel Angel Sanchez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:d73e43fd1d3691e5ec38968d57d65e73efbed61bf5b005df8a0d134ad7ad0c84,match,1.0,1.0,862,2019-06-28,Andres Eduardo Ortiz,,862,2019-06-28,Andres Eduardo Ortiz,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:1964ca70148f65a87bff310976028f63bfd7786b77d88e0dc0603b8b87efb4fa,match,1.0,1.0,869,2018-05-05,Ricardo Gabriel Ortiz,M,869,2018-05-05,Ricardo Gabriel Ortiz,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ffcd20da8fe9e862c07c9b6e6ee966fd8b533e7f1bfdc4a75cd864ff58e9490f,match,1.0,1.0,873,2019-02-18,Juan Carlos Chavez,M,873,2019-02-18,Juan Carlos Chavez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:dc1ff5f0699d7092e085f0a5834234ca35a139a64b5c9559612f067a984e6063,match,1.0,1.0,876,2017-08-30,Angel Luis Gonzalez,M,876,2017-08-30,Angel Luis Gonzalez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:95ae5a8244c9dc573f28285cb7d48bfd270a41d2cb7aca537a8fd2678888e2f6,match,1.0,1.0,879,2019-03-24,Gabriel Eduardo Rodriguez,M,879,2019-03-24,Gabriel Eduardo Rodriguez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:842684554962d9e1a3bbff8224cc72dd0f36c18f25f15a2d2b5fc6235db8fe95,match,1.0,1.0,880,2017-05-12,Miguel Angel Sanchez,M,880,2017-05-12,Miguel Angel Sanchez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:68dfdf12def664046df970c16ec2591849f6aaa91405b6fa2f00c58feb597bae,match,1.0,1.0,886,2017-02-21,Jose Ramon Alvarez,M,886,2017-02-21,Jose Ramon Alvarez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ba41a23d3f0d87b236a7af89e87d6d14d5ebfcf1a458fcf9c0de00f20617af69,match,1.0,1.0,888,2017-08-24,Rana Mariam Alsaud,F,888,2017-08-24,Rana Mariam Alsaud,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:9ee99faa16a7cc44ae132f648a6cd0eb2348e9c43e354c04a8e360c6aae75cf6,match,1.0,1.0,891,2017-04-19,Zahra Amira Almasri,F,891,2017-04-19,Zahra Amira Almasri,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0b995b1a5a7091947a307354920d5259c4564d71b4401b8228b397e001ce9b27,match,1.0,1.0,896,2017-06-11,Rasha Noor Almahmoud,F,896,2017-06-11,Rasha Noor Almahmoud,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:4ecd9974b098ffd0129e3ae3573142c9c8da9e4ef7ef9c019d4f7cfefef331ea,match,1.0,1.0,902,2016-10-12,Sanaa Saida Almousa,F,902,2016-10-12,Sanaa Saida Almousa,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:2ebd38c5813bb8450d81e0e592aeff89584c0051acac09443d9be39a33c068b0,match,1.0,1.0,906,2020-11-26,Salma Aisha Alabadi,,906,2020-11-26,Salma Aisha Alabadi,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:91b4d7d77ec7241b33d6d91a4ab5d4ad8745d1dbd0743dba7a88ee9d80bd92a2,match,1.0,1.0,919,2018-12-30,Nizar Tawfiq Almansour,M,919,2018-12-30,Nizar Tawfiq Almansour,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:7e45075d8af5880f246bc4bc3b9f41723630d6ee2c578bfa23036ffe422ac61b,match,1.0,1.0,920,2017-01-25,Adnan Raed Alhashimi,M,920,2017-01-25,Adnan Raed Alhashimi,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:46cd0abb403e8eca5b56dfc5d3e981b12e712e35e0045841ad9ef9cf22550407,match,1.0,1.0,922,2018-06-27,Zaid Omar Alattar,M,922,2018-06-27,Zaid Omar Alattar,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:135746e1c718375f043490e8eff37027b6c9e37cb1e6041306d1451f694b1f2a,match,1.0,1.0,932,2019-08-09,Emma Louise Kim,F,932,2019-08-09,Emma Louise Kim,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:9d891b3c2bdba51fe60e9cfbeb032b4fa088970e786948a715068dc74d819cbe,match,1.0,1.0,933,2017-02-08,Charlotte Anne Smith,F,933,2017-02-08,Charlotte Anne Smith,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:ff22129bf69c4f9562247b45be958e615c8db29782df93c62e1fcca0955000aa,match,1.0,1.0,937,2018-07-19,Evelyn Paige Brown,F,937,2018-07-19,Evelyn Paige Brown,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:51db05add153c845e5c245e1fd664245ee0d75d68c7ae02eda820bd132fb79a7,match,1.0,1.0,950,2020-11-05,Grace Elizabeth Martinez,F,950,2020-11-05,Grace Elizabeth Martinez,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:2f215d95ae97eeb3d339ed624d44e17968be72f60e05b3ef4399bdb4feb027ec,match,1.0,1.0,952,2018-12-10,Harper Marie Turner,F,952,2018-12-10,Harper Marie Turner,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:b4ce5a6e34a6224d986d25504a2f69144d4bf176f1f4da3b39154c6e498964fd,match,1.0,1.0,955,2016-10-28,Hazel Olivia White,F,955,2016-10-28,Hazel Olivia White,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:90408f94cdabcd6da382016ae6cb50bd8330cdceb2d38119e17d468676fa2d2f,match,1.0,1.0,956,2018-06-30,Layla Rose Jackson,F,956,2018-06-30,Layla Rose Jackson,F,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:0452000b6dc65dcc2c79c3d38a43cb8f5b48fd36782c425acb3148a3dc968793,match,1.0,1.0,972,2020-08-20,Matthew David Garcia,M,972,2020-08-20,Matthew David Garcia,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
xwd:sha256:314e2df4a9be9f24f5e1c35ab1bf034f36768fbdf8e34a34b600583c28de0a84,match,1.0,1.0,973,2017-02-19,Christopher John Martinez,M,973,2017-02-19,Christopher John Martinez,M,"{""birth_date"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
